id,Nama,Nomor Whatssap,Jenis kelamin,Pendidikan terakhir,Lama pengalaman (tahun),Jumlah lansia pernah dirawat,Umur,Keahlian,Mengurus rumah,Membantu pergerakan dan aktivitas fisik,Membantu konsumsi obat dan makanan,Mengecek kesehatan rutin secara mandiri,Mendampingi dan menjaga,Memasangkan alat medis khusus,Memeriksakan rutin ke dokter,Indonesia,Inggris,Jawa,Sunda,Melayu,Kota,Gaji
1710,Glenine MacMichael,+62 892-9796-83879,0,1,11,10,34,0.43,0,0,1,1,1,1,0,0,0,1,0,0,KABUPATEN SUMBA TENGAH,960000
1711,Virgina Laurenz,+62 893-0429-7518,0,1,17,1,37,0.29,0,0,1,1,1,0,1,0,1,0,1,1,KABUPATEN KOLAKA,1810000
1712,Julissa Lougheed,+62 893-406-370,0,2,4,2,31,0.29,0,1,1,1,1,1,0,0,1,0,0,0,KABUPATEN MESUJI,1990000
1713,Madella Hare,+62 893-6277-70802,0,1,0,0,22,0.71,1,1,1,0,1,0,0,1,1,0,0,1,KOTA BENGKULU,1200000
1714,Valina Kidstone,+62 893-950-773,0,2,2,2,25,0.86,1,1,0,0,1,1,1,0,0,1,1,1,KABUPATEN MUKO MUKO,1910000
1715,Lorie Haughian,+62 894-0648-93769,0,1,7,4,27,0.14,1,1,1,0,0,1,1,1,1,0,1,1,KABUPATEN BENER MERIAH,1950000
1716,Starr Norwell,+62 894-1299-8988,0,1,17,6,38,0.57,0,1,0,1,0,1,0,0,1,1,0,0,KABUPATEN JENEPONTO,1930000
1717,Kiah Boutell,+62 894-3789-082,0,1,6,6,34,0.29,1,1,1,0,1,1,1,0,0,1,0,1,KABUPATEN PINRANG,1000000
1718,Holly-anne Burges,+62 894-444-133,0,1,0,0,22,0.86,0,0,0,0,0,1,0,1,0,1,1,0,KABUPATEN TRENGGALEK,1780000
1719,Consuelo Peperell,+62 894-5117-05691,0,1,14,3,39,0.43,0,1,1,0,1,0,0,0,0,0,0,1,KABUPATEN BANGLI,1580000
1720,Odelia Headly,+62 894-8664-00887,0,1,7,7,34,0.14,1,0,0,0,0,1,0,1,1,1,0,1,KABUPATEN TAPANULI TENGAH,1040000
1721,Norah Crates,+62 894-899-817,0,1,15,14,36,0.57,1,0,0,1,1,0,0,0,1,0,0,1,KABUPATEN SORONG SELATAN,1730000
1722,Othella Luxton,+62 894-9099-56079,0,1,13,10,38,0,1,0,0,0,1,1,0,0,0,1,1,0,KOTA TANGERANG,1630000
1723,Aeriell Paynes,+62 894-9914-85375,0,1,3,3,29,0.71,1,1,0,1,0,1,0,1,0,1,0,1,KABUPATEN BANYUASIN,820000
1724,Ailis Billinge,+62 895-0080-5891,0,1,1,1,28,0,1,0,1,1,1,0,0,1,1,0,1,0,KOTA BAU BAU,810000
1725,Terrye Dairton,+62 895-3169-78376,0,2,18,4,38,1,0,0,0,1,0,0,0,1,1,0,1,0,KABUPATEN SOLOK SELATAN,920000
1726,Katey Gauch,+62 895-4059-27533,0,1,0,0,31,0,0,0,1,1,0,0,0,1,0,1,0,0,KABUPATEN SOPPENG,1830000
1727,Gae McMahon,+62 895-5150-227,0,1,4,2,37,0,0,1,1,1,0,1,0,0,0,1,1,1,KABUPATEN MANGGARAI BARAT,690000
1728,Pietra Heaven,+62 895-7153-40528,0,2,17,7,39,0,1,1,0,0,0,1,0,1,0,1,1,0,KABUPATEN BUTON TENGAH,990000
1729,Starla Wickson,+62 895-9130-97305,0,2,2,2,29,0.29,0,0,1,0,1,1,0,0,0,0,1,1,KABUPATEN YAHUKIMO,640000
1730,Wanids Cowie,+62 896-0983-6213,0,2,2,2,22,0.86,0,0,0,1,1,1,0,0,1,0,0,0,KABUPATEN SIJUNJUNG,680000
1731,Cyndia Towersey,+62 896-381-170,0,1,3,3,25,0.71,1,0,0,0,0,0,0,1,0,0,1,0,KABUPATEN PATI,650000
1732,Edyth Creswell,+62 896-3916-34630,0,2,8,8,29,0.29,1,1,1,0,1,1,1,0,0,0,0,0,KABUPATEN WAROPEN,1550000
1733,Lucita Boother,+62 896-4937-401,0,1,3,2,36,0.86,1,1,1,0,0,0,1,0,1,0,1,0,KABUPATEN AGAM,650000
1734,Angelita Hardington,+62 896-516-564,0,2,13,4,33,0.86,1,1,0,1,0,0,1,1,0,0,1,1,KABUPATEN LAMPUNG TIMUR,1900000
1735,Valry Leemans,+62 896-6087-920,0,1,1,1,22,0.29,1,1,1,0,1,1,0,0,1,1,1,0,KABUPATEN KOTAWARINGIN TIMUR,1990000
1736,Sibyl Ferfulle,+62 897-0393-8126,0,1,6,0,35,0.14,1,0,1,0,1,0,0,0,1,1,0,0,KABUPATEN NIAS UTARA,1360000
1737,Torie Comoletti,+62 897-119-817,0,1,1,1,22,0.57,1,1,0,1,1,0,0,0,0,1,0,1,KABUPATEN WAKATOBI,720000
1738,Donica Reuss,+62 897-174-184,0,1,5,0,26,0.29,0,0,1,1,0,1,1,1,0,0,1,0,KABUPATEN SINTANG,1930000
1739,Ashely Hawkridge,+62 897-2863-9411,0,2,10,5,33,0.43,1,0,1,0,1,1,1,1,1,1,0,0,KABUPATEN LUMAJANG,1250000
1740,Reta Lieb,+62 897-4324-540,0,1,0,0,33,0.57,0,1,1,1,1,1,1,1,0,0,1,0,KABUPATEN BLORA,650000
1741,Arda Dignall,+62 897-4458-35945,0,1,1,1,39,0.57,1,1,1,0,0,0,1,0,1,1,1,0,KABUPATEN TABALONG,1990000
1742,Clare Gaize,+62 897-5709-70797,0,1,3,0,28,0.14,0,0,1,1,1,0,0,0,1,1,1,1,KOTA BALIKPAPAN,860000
1743,Lori Stonelake,+62 897-6725-735,0,1,2,0,25,0.29,0,0,0,0,1,1,0,1,0,0,0,1,KABUPATEN BUTON SELATAN,1580000
1744,Geraldine Dunthorn,+62 897-7345-34792,0,1,4,4,27,0.86,0,1,1,0,0,1,0,0,0,1,1,1,KABUPATEN TORAJA UTARA,1860000
1745,Xylina Wixey,+62 898-532-859,0,2,0,0,21,0.57,1,1,1,0,0,0,0,1,1,1,0,0,KABUPATEN KOTAWARINGIN TIMUR,1390000
1746,Carine Neising,+62 898-561-087,0,1,12,8,34,0.43,0,0,0,0,0,0,1,0,1,1,1,1,KOTA PALOPO,1360000
1747,Jyoti Salack,+62 898-8833-20025,0,1,0,0,26,0,1,0,1,0,1,0,1,0,1,0,0,0,KABUPATEN JAYAWIJAYA,880000
1748,Deirdre Gentreau,+62 898-8863-620,0,1,4,3,38,0.14,0,0,0,1,1,1,0,1,0,1,0,0,KABUPATEN MUARO JAMBI,1870000
1749,Venita Rumsey,+62 899-4328-714,0,1,15,2,38,0.71,0,1,1,0,0,0,1,0,1,1,0,1,KABUPATEN BANTUL,840000
1750,Kriste Patullo,+62 899-453-407,0,1,11,8,32,1,1,1,1,0,1,1,0,1,1,0,1,1,KABUPATEN TANAH DATAR,1860000
1751,Fanchon Steeples,+62 899-6299-85164,0,1,2,1,23,1,1,0,0,0,1,1,1,1,1,1,1,1,KOTA PAGAR ALAM,620000
1752,Shelagh Ferneyhough,+62 899-7820-65172,0,1,6,2,32,1,0,0,1,1,1,0,0,1,0,0,0,0,KOTA ADM. JAKARTA UTARA,1500000
1753,Marilin Galia,+62 832-7412-68932,0,2,0,0,25,0.71,1,0,1,0,1,1,1,0,0,1,1,0,KABUPATEN NIAS BARAT,1250000
1754,Cacilia Schutt,+62 889-0285-5682,0,2,12,7,39,0,1,1,0,0,1,0,0,1,1,1,1,1,KOTA MEDAN,930000
1755,Rorie Scholes,+62 819-1011-1092,0,1,7,4,28,0.57,0,1,0,1,0,0,0,1,1,0,1,1,KABUPATEN KUBU RAYA,720000
1756,Daria Seally,+62 867-6321-054,0,2,0,0,22,0.86,1,0,1,1,0,1,1,1,1,1,0,0,KABUPATEN PANIAI,570000
1757,Milly Simonsson,+62 836-6749-143,0,1,3,0,32,0,1,0,1,0,1,0,0,0,1,1,0,0,KABUPATEN TAMBRAUW,970000
1758,Melania Johann,+62 867-6615-36460,0,2,2,1,22,0.14,0,1,1,0,1,1,0,1,0,0,1,0,KOTA BITUNG,1900000
1759,Hyacintha Chelnam,+62 829-060-095,0,2,4,2,31,0.43,1,0,0,0,0,1,1,1,0,1,1,0,KABUPATEN SERAM BAGIAN BARAT,1710000
1760,Lina Gowdie,+62 880-281-579,0,2,0,0,28,0.14,0,0,0,0,0,1,0,0,0,1,1,1,KABUPATEN CIAMIS,1600000
1761,Cherilynn Mewton,+62 810-933-902,0,1,12,5,36,0.43,0,0,0,1,0,0,0,1,1,0,1,0,KABUPATEN KAMPAR,1590000
1762,Karyn Bollins,+62 816-4799-7876,0,1,7,3,29,1,1,0,1,1,1,1,1,0,1,1,0,1,KABUPATEN SEMARANG,1720000
1763,Loren Dodle,+62 818-323-426,0,1,4,4,26,0.29,1,0,1,0,0,0,1,1,0,0,1,1,KABUPATEN MAMBERAMO RAYA,1600000
1764,Loise Mollin,+62 814-6613-95045,0,1,8,1,28,0.29,0,0,1,0,0,0,0,0,1,0,1,0,KABUPATEN NAGAN RAYA,1660000
1765,Fanya Abbet,+62 816-674-795,0,2,13,10,35,0.71,0,0,1,1,1,1,1,1,1,1,0,0,KABUPATEN BANJARNEGARA,1660000
1766,Polly Buddell,+62 878-844-682,0,2,5,0,25,0.14,0,1,0,1,0,0,1,0,0,1,0,1,KOTA TEGAL,1430000
1767,Renata Sidnell,+62 826-6312-4897,0,1,6,3,26,0.29,0,0,0,0,1,0,0,0,0,0,1,1,KABUPATEN KULON PROGO,1100000
1768,Tiffany Soutar,+62 822-2890-039,0,2,1,0,30,0.57,0,0,0,1,0,0,1,1,1,0,0,1,KABUPATEN LUMAJANG,1190000
1769,Kiley Blackaller,+62 837-8434-93188,0,1,3,2,34,0.43,0,1,0,1,1,1,0,1,0,0,0,0,KABUPATEN SAMPANG,520000
1770,Glennie Fassam,+62 817-9210-963,0,1,2,2,22,0.29,0,1,0,1,0,0,0,0,1,0,0,0,KABUPATEN PIDIE,1160000
1771,Fayette Job,+62 832-1539-17028,0,1,3,3,27,0.14,0,1,1,1,1,0,1,0,0,1,1,0,KABUPATEN GORONTALO,1300000
1772,Carolin Rubenczyk,+62 816-837-101,0,1,1,1,30,0.29,1,0,1,0,1,1,1,1,1,1,1,0,KABUPATEN MAYBRAT,1150000
1773,Andee Gong,+62 888-040-406,0,1,3,2,26,0.43,0,1,0,0,0,1,0,0,0,1,1,0,KABUPATEN HALMAHERA TIMUR,1120000
1774,Marcelia Mainson,+62 815-831-053,0,1,2,2,35,0.29,1,1,1,0,0,1,1,1,0,0,1,1,KABUPATEN MANGGARAI TIMUR,1200000
1775,Bobbee Benton,+62 829-3258-69482,0,1,4,2,35,0,0,1,1,1,0,0,0,0,1,1,1,1,KOTA MALANG,780000
1776,Orel Hosier,+62 870-2427-42236,0,1,5,4,28,0.43,0,0,1,0,1,0,1,0,1,1,0,0,KABUPATEN BENGKULU SELATAN,1500000
1777,Elsbeth Fanning,+62 888-389-467,0,1,15,2,38,0.29,0,0,0,0,0,1,0,0,1,0,0,0,KABUPATEN OGAN KOMERING ULU,1310000
1778,Doralynne Slobom,+62 885-779-757,0,2,11,10,36,0.86,1,1,1,1,1,1,1,1,1,0,1,1,KABUPATEN KARAWANG,970000
1779,Lonni Peet,+62 892-3586-575,0,1,3,2,25,0.14,0,0,1,0,0,1,0,1,1,0,0,0,KABUPATEN MURUNG RAYA,1680000
1780,Ferdinanda Ivantyev,+62 822-9851-54730,0,1,0,0,29,0.14,0,1,1,0,0,0,1,1,1,1,0,0,KABUPATEN PELALAWAN,1340000
1781,Carolee Hunnicot,+62 831-3280-1621,0,1,4,2,26,0.71,1,0,0,0,0,0,1,0,1,0,1,1,KABUPATEN LUWU,1960000
1782,Kaitlynn Gommery,+62 896-6901-829,0,2,8,3,30,1,0,1,0,1,1,1,1,0,1,1,0,0,KABUPATEN LAMPUNG UTARA,1260000
1783,Sophie Tarn,+62 852-1003-1926,0,1,10,10,30,0.14,0,1,1,1,0,0,0,0,1,0,0,1,KABUPATEN HALMAHERA SELATAN,1490000
1784,Beverly Thorlby,+62 888-573-765,0,1,7,0,30,0.86,0,1,1,1,0,1,0,0,0,1,1,0,KABUPATEN LAMPUNG BARAT,1820000
1785,Melonie Lalley,+62 898-2503-92325,0,2,5,0,27,1,0,0,1,0,0,0,1,0,0,1,0,1,KABUPATEN BOVEN DIGOEL,1720000
1786,Nertie Fetherstonhaugh,+62 814-8033-4328,0,2,11,8,32,0.86,1,1,1,0,1,0,0,1,1,1,1,1,KOTA DEPOK,1780000
1787,Shelia Risbridger,+62 895-0490-99175,0,2,10,7,38,0.71,0,1,1,1,0,1,1,0,1,0,1,1,KABUPATEN LAHAT,990000
1788,Perri Peppin,+62 898-9234-0825,0,2,1,1,21,0.71,0,1,1,0,1,0,0,1,0,1,0,1,KABUPATEN POLEWALI MANDAR,1260000
1789,Maighdiln McReidy,+62 853-7841-56378,0,1,3,0,23,0.29,1,1,1,0,0,0,0,0,1,0,1,0,KABUPATEN BANGLI,1170000
1790,Maire Priestman,+62 854-7717-864,0,2,2,0,38,0.29,1,1,0,0,0,0,1,1,1,1,1,0,KABUPATEN SLEMAN,1860000
1791,Collete Guy,+62 859-8406-223,0,2,6,0,26,0.57,1,1,1,1,0,0,1,0,0,1,1,1,KABUPATEN INDRAMAYU,1000000
1792,Ruthy Diaper,+62 869-8967-33606,0,2,9,0,37,0.71,0,0,1,1,0,1,1,0,1,0,0,0,KABUPATEN PANGANDARAN,510000
1793,Novelia Fenty,+62 832-561-846,0,2,2,0,33,0.29,0,1,0,0,0,0,0,0,0,0,0,0,KABUPATEN MUARA ENIM,1810000
1794,Ashlan MacCracken,+62 854-8290-670,0,1,0,0,25,0.14,1,1,0,0,1,0,1,0,1,1,1,1,KABUPATEN MANOKWARI SELATAN,1980000
1795,Lyndsey Wickson,+62 813-0064-331,0,1,3,2,23,0.29,1,0,0,0,1,1,0,1,0,0,0,0,KABUPATEN MINAHASA SELATAN,1990000
1796,Sybille Duberry,+62 854-480-082,0,1,11,9,39,0.86,0,0,1,0,0,0,0,0,1,0,1,0,KOTA PALOPO,1870000
1797,Wilma Patten,+62 863-0702-30702,0,1,3,3,26,0.14,0,0,1,1,1,0,0,1,0,0,1,1,KABUPATEN JAYAWIJAYA,980000
1798,Raine Olenchenko,+62 892-8677-4311,0,2,1,0,21,0.86,0,1,0,1,0,1,1,1,1,0,0,0,KABUPATEN GUNUNGKIDUL,1720000
1799,Eunice Sarah,+62 836-9923-681,0,2,0,0,23,0.86,1,0,0,1,1,0,1,0,1,0,1,1,KOTA PARE PARE,850000
1800,Scarlet Botcherby,+62 826-6769-076,0,1,4,4,33,0,0,1,0,1,1,1,1,0,0,0,0,1,KABUPATEN BULELENG,1900000
1801,Etta Dufoure,+62 826-3889-639,0,1,7,0,28,0.14,1,0,1,0,1,1,1,1,0,1,0,1,KABUPATEN NGANJUK,1700000
1802,Samara O'Skehan,+62 882-556-923,0,2,2,2,27,0.71,1,1,0,1,0,1,1,0,0,0,0,0,KABUPATEN PRINGSEWU,530000
1803,Sibeal Betty,+62 825-7716-63412,0,1,0,0,37,1,0,1,0,1,0,1,0,1,0,0,0,0,KABUPATEN TAPANULI TENGAH,1730000
1804,Kaitlyn Webby,+62 873-5312-59519,0,1,1,1,25,0.14,1,0,0,0,1,0,1,1,0,0,0,0,KOTA PAGAR ALAM,1160000
1805,Vally Sinson,+62 828-5188-8380,0,1,2,0,31,0.71,0,1,1,1,0,1,1,0,1,0,0,1,KABUPATEN ROKAN HULU,1650000
1806,Joelie Denerley,+62 861-1436-9682,0,1,7,5,35,0.29,0,1,0,1,0,1,1,0,1,0,1,1,KOTA TEGAL,1450000
1807,Afton Simmill,+62 854-1824-87080,0,1,3,3,23,0.29,1,1,1,0,0,0,1,1,0,0,1,0,KABUPATEN TAPANULI UTARA,920000
1808,Kathe Arbon,+62 857-140-264,0,2,14,6,39,0.43,1,0,1,1,1,0,0,1,0,0,0,0,KOTA LUBUK LINGGAU,800000
1809,Addie Cadore,+62 859-1431-9398,0,1,4,1,35,0.14,1,0,1,1,1,0,1,0,0,1,0,1,KOTA SOLOK,600000
1810,Glen Norssister,+62 860-903-651,0,2,1,1,25,1,0,1,0,1,1,1,1,0,1,0,1,1,KABUPATEN SERDANG BEDAGAI,590000
1811,Basia Matyukon,+62 879-5232-7681,0,2,12,1,32,0.86,0,0,0,1,1,1,0,1,0,0,0,1,KOTA PALU,770000
1812,Clem Kohrs,+62 893-9132-31776,0,2,11,6,37,0.57,0,1,1,0,0,0,0,0,1,1,0,0,KABUPATEN GUNUNGKIDUL,1270000
1813,Suzann Parsley,+62 836-7802-242,0,1,7,4,39,0,0,0,1,0,1,0,1,0,1,1,1,1,KOTA SABANG,1140000
1814,Jo ann Streeten,+62 884-710-266,0,1,6,6,27,0.57,0,0,0,0,1,0,0,1,1,1,1,0,KOTA PAGAR ALAM,1850000
1815,Lou Charker,+62 816-4467-7024,0,2,0,0,21,0,0,1,0,1,0,0,1,0,1,0,0,1,KOTA PARIAMAN,1860000
1816,Maryanne Maris,+62 876-6531-7572,0,1,7,2,35,0.43,1,1,1,0,0,1,0,1,1,1,1,1,KABUPATEN SLEMAN,1290000
1817,Callida Heffernan,+62 894-4678-12951,0,1,2,0,25,0.43,1,1,1,0,0,1,0,0,0,1,0,1,KABUPATEN KARANGANYAR,1630000
1818,Fina Garaway,+62 898-0844-70320,0,2,7,1,35,0.71,0,1,0,0,1,0,1,1,1,0,1,0,KABUPATEN TAKALAR,1310000
1819,Robinet Pedlar,+62 833-5758-4069,0,1,4,4,39,0.29,1,0,1,0,0,1,1,1,0,1,1,1,KABUPATEN FAK FAK,1000000
1820,Merrilee Forrestor,+62 854-9187-927,0,2,6,2,29,0.86,0,0,1,1,0,0,0,0,0,0,0,0,KABUPATEN BOLAANG MONGONDOW TIMUR,930000
1821,Blithe Cremins,+62 831-702-978,0,1,7,4,33,1,1,1,0,0,0,1,1,1,1,1,0,1,KABUPATEN JAYAPURA,1570000
1822,Jeannine Philippou,+62 879-828-935,0,2,2,1,31,0.57,1,0,1,0,0,0,0,0,0,0,1,0,KOTA BANJARMASIN,970000
1823,Ashil Brugemann,+62 826-4169-6816,0,1,8,0,28,0.14,1,0,0,0,1,1,0,1,0,0,1,0,KABUPATEN MESUJI,710000
1824,Max Hazeldene,+62 872-0191-131,0,2,4,0,31,0.29,0,1,0,1,1,0,0,0,0,1,1,1,KABUPATEN BOJONEGORO,1480000
1825,Hendrika Applewhite,+62 885-9369-88049,0,1,0,0,32,0,0,1,1,1,1,1,1,1,1,1,1,1,KABUPATEN BIMA,1940000
1826,Rhetta Hanshaw,+62 857-642-364,0,1,4,3,37,0.86,0,1,1,0,1,1,1,1,0,0,1,0,KABUPATEN KUANTAN SINGINGI,1570000
1827,Jessamine Woodberry,+62 865-4873-895,0,2,4,3,39,0.86,1,1,1,0,0,1,1,0,1,1,1,1,KABUPATEN BOYOLALI,1150000
1828,Minette Harwick,+62 825-8416-72669,0,1,0,0,22,0.71,0,1,0,0,0,0,0,1,0,0,1,0,KABUPATEN DEMAK,960000
1829,Leonora Saynor,+62 851-2499-6065,0,1,14,9,38,0.43,1,1,1,1,1,1,0,1,0,0,0,1,KABUPATEN MAJALENGKA,1100000
1830,Juana Brassington,+62 881-2939-388,0,1,5,4,32,0,1,1,1,1,0,1,0,0,1,1,0,1,KABUPATEN LANDAK,1430000
1831,Colene Mitchener,+62 818-8464-0643,0,2,2,0,29,0,1,0,0,1,1,0,0,1,0,0,1,1,KOTA TUAL,1890000
1832,Willa Grandison,+62 816-034-268,0,2,15,0,37,0,1,0,0,0,0,1,1,1,0,1,1,0,KABUPATEN LOMBOK BARAT,1280000
1833,Lorilee Bertomeu,+62 877-586-003,0,1,12,2,39,0.86,0,1,1,1,0,0,1,0,0,1,0,1,KABUPATEN ACEH TENGAH,1690000
1834,Victoria Warburton,+62 813-5378-011,0,1,3,3,23,1,1,1,0,1,0,1,1,0,1,0,0,1,KABUPATEN SLEMAN,1670000
1835,Kameko Kolis,+62 822-2058-18353,0,2,8,5,35,0.14,1,0,1,1,1,0,1,0,0,1,1,1,KABUPATEN PURBALINGGA,1380000
1836,Zara Housego,+62 830-4248-620,0,1,3,0,26,0.71,0,0,0,0,0,1,1,0,1,1,0,0,KABUPATEN JAYAWIJAYA,1870000
1837,Mariejeanne Whatson,+62 877-7697-767,0,1,8,0,30,0.71,0,0,1,0,1,1,1,0,0,0,1,0,KOTA BANDAR LAMPUNG,810000
1838,Keriann Burling,+62 897-0188-70536,0,1,17,5,38,0.57,1,0,0,1,0,0,1,0,0,1,0,1,KOTA BALIKPAPAN,530000
1839,Shena Darko,+62 838-236-125,0,2,9,5,34,0.14,0,0,0,1,1,1,0,0,1,1,1,0,KABUPATEN FLORES TIMUR,1480000
1840,Othilie Bonhomme,+62 850-322-723,0,2,6,0,26,0.57,1,1,1,0,1,0,1,0,1,0,1,1,KABUPATEN LANDAK,690000
1841,Myrtle DelaField,+62 889-4003-96479,0,1,5,5,30,0.57,1,1,0,1,0,1,0,0,0,1,0,0,KABUPATEN LEMBATA,1480000
1842,Peria Gallimore,+62 814-202-084,0,1,14,10,34,0.57,1,1,1,0,0,1,1,1,0,0,1,0,KABUPATEN HULU SUNGAI SELATAN,840000
1843,Almira Reeders,+62 820-5414-71837,0,1,17,3,38,0.86,1,1,0,1,1,0,0,1,1,0,0,1,KOTA BANDAR LAMPUNG,510000
1844,Janeta McRory,+62 836-937-233,0,1,4,2,29,0.43,0,0,0,1,0,1,1,1,1,1,1,0,KOTA CIREBON,1300000
1845,Amber Gherardi,+62 881-5308-21320,0,1,7,4,29,0.43,0,0,0,1,0,0,1,0,0,0,1,1,KABUPATEN HALMAHERA UTARA,540000
1846,Rasla Annets,+62 878-619-458,0,2,4,4,29,0.29,0,0,0,0,0,0,0,1,0,0,1,0,KABUPATEN BULELENG,520000
1847,Bunny Snaden,+62 868-7036-985,0,1,0,0,21,0.86,0,0,0,0,0,1,1,1,1,1,1,1,KABUPATEN BATANGHARI,680000
1848,Guinna Breakey,+62 865-0385-52841,0,1,14,7,39,0.43,0,1,1,0,0,0,0,1,1,0,1,0,KABUPATEN SUPIORI,580000
1849,Conni Iacomo,+62 887-4481-967,0,1,1,1,26,0,0,1,1,1,0,1,1,0,1,1,0,0,KOTA BIMA,990000
1850,Willabella Matzeitis,+62 885-584-024,0,1,1,0,25,0,1,0,0,1,1,1,0,0,0,1,0,0,KABUPATEN ACEH TAMIANG,1690000
1851,Hally Tournie,+62 889-8598-92540,0,1,3,1,36,0.71,0,1,0,0,1,1,1,0,0,0,0,0,KABUPATEN NAGAN RAYA,730000
1852,Loraine Brandacci,+62 865-2626-2782,0,1,3,1,39,1,1,1,0,1,1,0,0,0,0,0,0,0,KABUPATEN SAROLANGUN,590000
1853,Jilli Durn,+62 813-5321-565,0,1,7,7,28,1,1,1,0,0,0,1,1,1,1,1,0,0,KOTA LUBUK LINGGAU,850000
1854,Barbabra D'Ambrosi,+62 884-4485-019,0,2,19,5,39,0,0,0,1,1,0,0,0,0,0,0,1,1,KABUPATEN LUMAJANG,900000
1855,Chrystel Tarte,+62 897-211-676,0,1,12,11,36,0.29,1,0,0,0,0,0,1,0,0,0,1,1,KABUPATEN HALMAHERA SELATAN,1780000
1856,Ilene Woolf,+62 876-975-099,0,1,1,1,24,0.86,0,0,1,0,1,1,1,0,0,0,1,0,KABUPATEN KEPAHIANG,1630000
1857,Johanna Glenfield,+62 878-3421-589,0,1,16,3,38,1,0,0,1,1,1,1,0,0,1,1,0,1,KOTA PEKALONGAN,1720000
1858,Dominga Yerborn,+62 857-675-191,0,1,8,3,30,0.43,1,0,1,0,0,0,1,0,0,0,0,1,KABUPATEN LEBONG,1070000
1859,Micaela Blakebrough,+62 830-5194-0283,0,2,10,7,30,1,1,0,1,1,0,0,1,1,0,1,0,1,KABUPATEN INTAN JAYA,1930000
1860,Juditha Pietrusiak,+62 873-7025-7073,0,2,1,1,22,0.86,1,0,0,0,0,0,1,0,0,1,1,0,KABUPATEN KARIMUN,1940000
1861,Merl Lansdown,+62 831-5986-866,0,2,4,2,25,1,0,1,0,1,1,0,0,0,0,1,1,0,KABUPATEN TANGERANG,1010000
1862,Suki Jan,+62 838-6371-533,0,2,9,2,37,0.71,0,0,0,0,1,1,1,1,0,0,1,0,KABUPATEN MUARA ENIM,750000
1863,Marylee Stiddard,+62 853-0668-98989,0,2,7,3,32,0.29,0,1,1,1,0,1,0,1,0,1,0,0,KABUPATEN HALMAHERA TENGAH,1470000
1864,Dora Ripping,+62 839-9940-0151,0,2,10,5,32,0.71,0,0,0,0,0,1,0,0,1,1,1,0,KABUPATEN KAIMANA,1180000
1865,Patty Dinwoodie,+62 861-6209-457,0,2,15,1,38,0.71,1,1,1,0,1,0,1,1,1,1,0,1,KABUPATEN BANGLI,580000
1866,Xaviera Habens,+62 825-734-314,0,1,1,0,25,0.86,0,1,1,1,0,0,1,0,0,1,1,1,KABUPATEN TANGERANG,1310000
1867,Amye Duxbarry,+62 821-6148-7062,0,2,1,1,22,0.14,1,0,1,1,1,1,1,1,0,1,1,0,KOTA BANJAR,550000
1868,Haily Rubert,+62 829-9379-009,0,2,16,2,37,0.14,0,1,0,0,1,1,0,1,1,1,0,1,KOTA KOTAMOBAGU,1440000
1869,Tawnya Meeland,+62 823-3285-775,0,1,1,1,31,1,0,1,1,1,1,0,1,1,0,0,0,0,KOTA TEBING TINGGI,1810000
1870,Wendie Wilprecht,+62 834-704-354,0,2,1,1,33,0.43,0,1,1,0,1,0,0,1,1,0,0,1,KABUPATEN MAHAKAM ULU,1910000
1871,Dahlia Loraine,+62 823-8750-095,0,1,0,0,21,1,1,0,1,0,0,0,1,0,1,1,1,1,KABUPATEN TEMANGGUNG,610000
1872,Annemarie Longcake,+62 853-3686-18953,0,1,6,1,32,0.14,1,1,0,0,1,1,0,1,0,0,1,1,KABUPATEN SAROLANGUN,1430000
1873,Marie Ridehalgh,+62 874-3363-1567,0,1,0,0,21,1,1,1,1,0,1,0,0,0,0,0,1,0,KABUPATEN MANGGARAI TIMUR,670000
1874,Evelina Pocklington,+62 831-2204-435,0,1,6,0,26,0.14,1,0,0,0,0,1,1,0,1,1,1,1,KABUPATEN DONGGALA,1120000
1875,Merline Bolam,+62 813-1988-805,0,1,2,0,39,0.29,1,0,0,1,1,0,0,0,0,0,0,1,KABUPATEN KARANGASEM,600000
1876,Guenevere Mouncher,+62 856-958-585,0,2,10,9,31,0.43,1,0,1,1,0,0,1,1,1,1,0,1,KABUPATEN BARITO TIMUR,1160000
1877,Danette Bartczak,+62 810-098-096,0,1,0,0,21,0.71,0,0,1,0,0,0,1,1,1,0,1,0,KOTA SOLOK,1880000
1878,Rosita Ashfold,+62 872-9994-773,0,1,0,0,21,0.86,0,0,1,0,1,0,0,0,0,0,1,0,KABUPATEN BULELENG,1020000
1879,Gaynor Arkin,+62 836-660-230,0,1,2,0,22,0.57,0,1,0,1,1,0,0,0,0,0,1,0,KABUPATEN NDUGA,1090000
1880,Elsa Gatling,+62 884-4985-73609,0,1,1,0,25,0.14,1,0,0,0,1,1,0,0,1,0,1,1,KABUPATEN KUTAI TIMUR,560000
1881,Karlen Jacobowitz,+62 833-3669-222,0,1,3,0,23,0.14,0,1,1,0,0,0,0,0,1,1,1,0,KABUPATEN MALINAU,680000
1882,Dorita Almak,+62 878-506-744,0,1,2,0,26,0.57,0,1,1,1,0,0,1,1,0,1,0,1,KOTA SOLOK,700000
1883,Monica Wardhaugh,+62 866-0681-7505,0,1,3,0,31,0.43,1,0,1,1,0,1,1,1,0,0,0,0,KOTA BAU BAU,1160000
